,stnode,endnode,Wkt,one_way,key,infra_type,length,osm_id,geometry
20933,17285,2255,"LINESTRING (-21.873931 64.1312296, -21.8739654 64.1311567, -21.8741082 64.1309452, -21.8740945 64.1309142, -21.8740556 64.1308843, -21.8740025 64.1308618, -21.8738631 64.1308402, -21.8737095 64.1308131, -21.8728437 64.1307129)",,edge_3163,service,0.10272909576228464,5618083c-f77a-4099-9af4-c7b8e5d6af65,"LINESTRING (-21.873931 64.1312296, -21.8728437 64.1307129)"
20934,17286,4168,"LINESTRING (-21.9529693 64.1530574, -21.9530228 64.1530309, -21.9530623 64.153, -21.9530861 64.1529662)",,edge_13301,primary,0.01182447936388098,d80389fa-ff27-430c-a8bc-4cde0e5ad68d,"LINESTRING (-21.9529693 64.1530574, -21.9530861 64.1529662)"
20935,17287,2257,"LINESTRING (-21.8113281 64.1516394, -21.8115681 64.1516452, -21.8119096 64.1516364, -21.812169 64.1516195, -21.8124193 64.1515943, -21.8128979 64.1515071, -21.8134949 64.1513453, -21.8139097 64.1512195, -21.8146755 64.1509488, -21.8151998 64.1507705, -21.8153013 64.1507362)",,edge_6211,unclassified,0.2241749610723096,444bc5fc-d0d7-4647-98b2-6ef7cf803490,"LINESTRING (-21.8113281 64.1516394, -21.8153013 64.1507362)"
20936,17288,15426,"LINESTRING (-21.8350457 64.2702669, -21.8351521 64.2705642, -21.8352748 64.2708701, -21.8354197 64.271209)",,edge_14393,trunk,0.10658674687351294,bb75578d-ddf0-450a-8000-1f950ea66187,"LINESTRING (-21.8350457 64.2702669, -21.8354197 64.271209)"
20937,17288,10252,"LINESTRING (-21.8350457 64.2702669, -21.8347198 64.2703138, -21.8344803 64.2703492, -21.8342238 64.2703924, -21.8339321 64.2704543, -21.8337682 64.2704839, -21.8336235 64.270495, -21.8334446 64.2704663, -21.8332317 64.2704183, -21.832872 64.2703268, -21.832542 64.2702094, -21.8323568 64.2701244, -21.8322546 64.2700874, -21.8320417 64.2700606, -21.8318948 64.2700763, -21.8318011 64.2701105, -21.831518 64.2703064, -21.8313285 64.2704072)",,edge_14396,track,0.2191972732384316,3e68e39a-e14b-4d90-b8da-4b4408a0a0ae,"LINESTRING (-21.8350457 64.2702669, -21.8313285 64.2704072)"
20938,17289,4603,"LINESTRING (-21.7542112 64.1248447, -21.754679 64.1248454, -21.7549749 64.1247485)",,edge_20792,residential,0.04080105599417873,ef75058d-72f9-424e-9aeb-7ee64d84a4da,"LINESTRING (-21.7542112 64.1248447, -21.7549749 64.1247485)"
20939,17290,13571,"LINESTRING (-21.6824026 64.16128, -21.6826632 64.1611366)",,edge_16322,service,0.02040325810371324,468a569e-6093-480d-9fcf-54df6e01ce92,"LINESTRING (-21.6824026 64.16128, -21.6826632 64.1611366)"
20940,17290,10166,"LINESTRING (-21.6824026 64.16128, -21.6835353 64.1617273, -21.6874967 64.1633088)",,edge_16330,secondary,0.3355094255926072,7b3f6db6-b89f-41dc-9452-be31bf6ca44a,"LINESTRING (-21.6824026 64.16128, -21.6874967 64.1633088)"
20941,17291,3894,"LINESTRING (-21.8174881 64.1542894, -21.8174623 64.1543506, -21.8169427 64.1546164, -21.816694 64.1547436, -21.81615 64.1549981)",,edge_6174,service,0.10333539215866872,fc229b80-79f2-47b9-a5d7-fc23b4e47e1f,"LINESTRING (-21.8174881 64.1542894, -21.81615 64.1549981)"
20942,17291,10172,"LINESTRING (-21.8174881 64.1542894, -21.8176552 64.1543549, -21.8177935 64.1543734, -21.8180061 64.154348, -21.8181975 64.1542692, -21.8185377 64.1540722, -21.8187982 64.1537755, -21.8189683 64.1536481, -21.8193829 64.1534001, -21.8196115 64.1531961, -21.8196594 64.1531289, -21.8196594 64.1530525, -21.8196062 64.1529458, -21.8195424 64.1528647)",,edge_6177,service,0.2184975854390647,90351c72-7c22-4351-8e0a-93328a68c326,"LINESTRING (-21.8174881 64.1542894, -21.8195424 64.1528647)"
20943,17293,2538,"LINESTRING (-21.750144 64.1795975, -21.7505313 64.1795614, -21.7508099 64.1795432, -21.7510236 64.1795277, -21.7513091 64.1794995, -21.7518112 64.179473, -21.7523187 64.1794438, -21.7526611 64.1793974, -21.7537196 64.1792404, -21.7554166 64.1789274, -21.756698 64.1786823, -21.7573508 64.1787358, -21.7580374 64.1788666, -21.7590459 64.1792498, -21.7596199 64.1793811, -21.7601564 64.1793905, -21.7608216 64.1793157, -21.7613634 64.1792031, -21.7618354 64.1789507, -21.7623719 64.178689, -21.7630317 64.178325, -21.7632765 64.1780367)",,edge_15613,track,0.7519794888718832,acc5c7d8-bbd3-4b5e-af51-fdac4e971ce5,"LINESTRING (-21.750144 64.1795975, -21.7632765 64.1780367)"
20944,17293,7805,"LINESTRING (-21.750144 64.1795975, -21.7501866 64.1792813, -21.7501589 64.1790995, -21.7500248 64.1788993, -21.749846 64.1787092, -21.7494582 64.1784181)",,edge_15642,unclassified,0.13931125470037012,ee36cec2-9725-4f15-9a3d-ecb4a0c5a7cf,"LINESTRING (-21.750144 64.1795975, -21.7494582 64.1784181)"
20945,17294,14619,"LINESTRING (-21.8174913 64.1374019, -21.8176296 64.1371208, -21.8177709 64.1368338)",,edge_5654,residential,0.06477826819726792,401accb9-3a82-49b8-a7da-696edc89f95f,"LINESTRING (-21.8174913 64.1374019, -21.8177709 64.1368338)"
20946,17294,4301,"LINESTRING (-21.8174913 64.1374019, -21.8188145 64.1375269, -21.8197521 64.1376155, -21.8197972 64.1376243, -21.8198343 64.1376353, -21.819863 64.137651, -21.8201792 64.137846)",,edge_5656,residential,0.14609333565653376,270f2e47-0b5a-4bd1-b937-192bc8fa4b5b,"LINESTRING (-21.8174913 64.1374019, -21.8201792 64.137846)"
20947,17295,10844,"LINESTRING (-21.7664141 64.1003962, -21.7664235 64.1003325, -21.7659716 64.0998205)",,edge_22150,service,0.06829820645455442,53d28abc-d033-4b5a-a0f7-42c73ba4d76a,"LINESTRING (-21.7664141 64.1003962, -21.7659716 64.0998205)"
20948,17297,17869,"LINESTRING (-21.9259437 64.1255855, -21.9260235 64.1253784)",,edge_10668,service,0.023412320407069625,c7c5566e-ebd7-4760-a9b3-08ab2e0d0991,"LINESTRING (-21.9259437 64.1255855, -21.9260235 64.1253784)"
20949,17297,16055,"LINESTRING (-21.9259437 64.1255855, -21.9262101 64.1255991, -21.9264591 64.1256079)",,edge_10674,service,0.02523403067205615,14a8adb4-3bb5-41bd-bb8e-220c81cc7e8b,"LINESTRING (-21.9259437 64.1255855, -21.9264591 64.1256079)"
20950,17298,3380,"LINESTRING (-21.8744456 64.1394769, -21.874283 64.1395583, -21.8741417 64.1396114, -21.8739373 64.1396812, -21.8738142 64.139712)",,edge_2899,residential,0.04065803798004815,c08c4e22-4488-43ee-9714-6fdfa3585513,"LINESTRING (-21.8744456 64.1394769, -21.8738142 64.139712)"
20951,17299,9770,"LINESTRING (-21.8598508 64.2457482, -21.860175 64.2453919, -21.8601855 64.2453675)",,edge_14266,service,0.04548730209553173,1d6ff84e-0557-42d4-8650-6c14de3b0d73,"LINESTRING (-21.8598508 64.2457482, -21.8601855 64.2453675)"
20952,17299,3093,"LINESTRING (-21.8598508 64.2457482, -21.8593978 64.2456704, -21.8590147 64.2455977)",,edge_14268,service,0.043892826600701734,b22cd229-412e-4b55-b461-b67072783c52,"LINESTRING (-21.8598508 64.2457482, -21.8590147 64.2455977)"
20953,17300,6223,"LINESTRING (-21.8670767 64.1297059, -21.8668977 64.1299539)",,edge_3015,service,0.028988885984116176,e8bed60f-6c7d-4dd4-bb37-19275cec2878,"LINESTRING (-21.8670767 64.1297059, -21.8668977 64.1299539)"
20954,17301,7710,"LINESTRING (-21.8055845 64.1089824, -21.8054157 64.108958, -21.8051992 64.1090086, -21.8051608 64.1091606, -21.8051838 64.1092865, -21.8055277 64.1093679, -21.8056049 64.1094332)",,edge_930,service,0.07901383929850248,4ddda654-0725-4afe-aa95-a2dbc47cc5cd,"LINESTRING (-21.8055845 64.1089824, -21.8056049 64.1094332)"
20955,17301,7710,"LINESTRING (-21.8055845 64.1089824, -21.8056049 64.1094332)",,edge_932,residential,0.050264583032366486,f2a5554d-0ae4-4f34-84cf-0507ca5360e8,"LINESTRING (-21.8055845 64.1089824, -21.8056049 64.1094332)"
20956,17302,2040,"LINESTRING (-21.6714226 64.3230705, -21.671412 64.3229962, -21.6711438 64.3224104, -21.671015 64.3222454, -21.6708809 64.3221919, -21.6659671 64.3212389, -21.6655701 64.3211459, -21.6653985 64.3210668, -21.6650444 64.3207763, -21.6648245 64.3206972, -21.6644436 64.3206098, -21.6638242 64.3206114, -21.6633464 64.3206052, -21.6629748 64.3205485, -21.6627837 64.3205316, -21.6625997 64.3205884, -21.6623669 64.3206424)",,edge_15229,service,0.5739400965888147,ed68cfb5-8325-4b71-8a65-381ccbef4b64,"LINESTRING (-21.6714226 64.3230705, -21.6623669 64.3206424)"
20957,17302,4253,"LINESTRING (-21.6714226 64.3230705, -21.6717285 64.3230368)",,edge_15231,service,0.015264718389523969,b16cab54-016e-4d48-81b5-e337857598c3,"LINESTRING (-21.6714226 64.3230705, -21.6717285 64.3230368)"
20958,17303,14694,"LINESTRING (-21.7905153 64.1161939, -21.7903934 64.1163518)",,edge_20522,service,0.018577765294080437,10c0fe39-75c7-497b-a715-9f38189c236b,"LINESTRING (-21.7905153 64.1161939, -21.7903934 64.1163518)"
20959,17304,5231,"LINESTRING (-21.831825 64.2396701, -21.8319278 64.2395881, -21.8322488 64.239332, -21.8324366 64.2392096, -21.8326458 64.2391269, -21.8329113 64.2390709, -21.833319 64.2390523, -21.8338689 64.2390919, -21.8343141 64.239142, -21.8346682 64.2392201, -21.8349203 64.2393227, -21.8351134 64.2394369)",,edge_14218,residential,0.2084128484878852,891d3dd8-6cd1-4488-9440-399827f818fa,"LINESTRING (-21.831825 64.2396701, -21.8351134 64.2394369)"
20960,17305,6352,"LINESTRING (-21.7394883 64.09621, -21.7391458 64.0960872, -21.7383158 64.0957958, -21.7370663 64.0953752, -21.735634 64.0949236, -21.7347715 64.0946458, -21.7340959 64.094467, -21.7332405 64.0942822, -21.7321821 64.0940753, -21.7315002 64.0939552, -21.7307228 64.0938395, -21.7300089 64.093747, -21.7292332 64.0936599, -21.7287485 64.0936148, -21.7281589 64.0935669, -21.7276378 64.0935335, -21.7270189 64.0935009, -21.7265904 64.0934832, -21.7226387 64.0933663)",,edge_21394,trunk,0.9051779661862397,a122bf3c-04f1-4165-a7ec-82834cf38e3a,"LINESTRING (-21.7394883 64.09621, -21.7226387 64.0933663)"
20961,17305,17370,"LINESTRING (-21.7394883 64.09621, -21.7401597 64.0959059, -21.7406609 64.0957065, -21.7410586 64.0955693, -21.7412707 64.0954966)",,edge_21395,tertiary,0.11800566815731663,b1ccfdd8-4e97-4e57-b660-b7725a346a9f,"LINESTRING (-21.7394883 64.09621, -21.7412707 64.0954966)"
20962,17306,11767,"LINESTRING (-21.9122186 64.1383541, -21.9124922 64.1383966)",,edge_8288,tertiary,0.014138927956916588,0fd8cefe-ec5b-4a2c-ab56-44e8ea1f6812,"LINESTRING (-21.9122186 64.1383541, -21.9124922 64.1383966)"
20963,17307,5211,"LINESTRING (-21.9283309 64.1357224, -21.9275507 64.1356828, -21.9271516 64.135655, -21.9267637 64.1355928, -21.9264218 64.1354982, -21.9259833 64.1353148, -21.9256088 64.1351196, -21.9254871 64.1350741, -21.9253403 64.1350323, -21.9252088 64.1350041, -21.9251706 64.1349959, -21.9249757 64.1349741, -21.9245613 64.1349581)",,edge_11125,primary,0.2113046753790637,3e74a899-bbd9-48f8-b3b1-4f18309ff2aa,"LINESTRING (-21.9283309 64.1357224, -21.9245613 64.1349581)"
20964,17307,13593,"LINESTRING (-21.9283309 64.1357224, -21.9266406 64.1357561, -21.9238887 64.1358516)",,edge_11136,primary,0.21681714793550294,7fecce40-95e3-497d-9d94-37daf6369564,"LINESTRING (-21.9283309 64.1357224, -21.9238887 64.1358516)"
20965,17308,13528,"LINESTRING (-21.8360093 64.1196764, -21.8360466 64.1197897, -21.8361832 64.120087, -21.8363267 64.120338, -21.8360728 64.1203679)",,edge_4143,service,0.08821809907091094,e497d450-c0fd-4999-846f-91ab958375fc,"LINESTRING (-21.8360093 64.1196764, -21.8360728 64.1203679)"
20966,17308,6419,"LINESTRING (-21.8360093 64.1196764, -21.8354606 64.1197091)",,edge_4144,service,0.026981330274260515,0bcef95a-e9e2-4a1e-830a-f539d2b5f189,"LINESTRING (-21.8360093 64.1196764, -21.8354606 64.1197091)"
20967,17309,17294,"LINESTRING (-21.8171805 64.1380335, -21.8173502 64.1376886, -21.8174913 64.1374019)",,edge_5652,residential,0.07201832887425236,996be110-3c70-4a27-b341-ba06e15323bd,"LINESTRING (-21.8171805 64.1380335, -21.8174913 64.1374019)"
20968,17309,3543,"LINESTRING (-21.8171805 64.1380335, -21.8187748 64.1381823, -21.8188492 64.1381993, -21.8189048 64.138231)",,edge_5657,residential,0.08791915147548132,314600cf-9bdc-4e04-87b9-97fe6e31254a,"LINESTRING (-21.8171805 64.1380335, -21.8189048 64.138231)"
20969,17310,11108,"LINESTRING (-21.8908263 64.1354572, -21.8906649 64.1354703, -21.8885221 64.1356585, -21.888389 64.1356763)",,edge_9392,residential,0.12120308659232924,da0e236e-ebc1-4790-8600-ab53aee65dd0,"LINESTRING (-21.8908263 64.1354572, -21.888389 64.1356763)"
20970,17310,9247,"LINESTRING (-21.8908263 64.1354572, -21.8907935 64.1354099, -21.8906636 64.1352401, -21.8905784 64.1351535)",,edge_9439,residential,0.035975528846808075,ab36d1c1-a022-473e-adc7-c48afb4ba999,"LINESTRING (-21.8908263 64.1354572, -21.8905784 64.1351535)"
20971,17310,993,"LINESTRING (-21.8908263 64.1354572, -21.8910588 64.1354386, -21.8913771 64.1354138, -21.8916882 64.1353955, -21.8918386 64.1353958)",,edge_9466,residential,0.049863516218757446,f1965bf4-3fe4-4b6f-830e-345891d79de1,"LINESTRING (-21.8908263 64.1354572, -21.8918386 64.1353958)"
20972,17311,8811,"LINESTRING (-21.8842987 64.1253543, -21.8855601 64.125526)",,edge_10083,residential,0.06435794486635539,59f0c5a4-21ca-4a2e-81ae-f5e5ec1d5f75,"LINESTRING (-21.8842987 64.1253543, -21.8855601 64.125526)"
20973,17312,4419,"LINESTRING (-21.6664335 64.167526, -21.6668678 64.1675868)",,edge_16500,tertiary,0.022184500587644408,204ae662-3e39-4459-9d75-89bd6234ebb6,"LINESTRING (-21.6664335 64.167526, -21.6668678 64.1675868)"
20974,17312,8334,"LINESTRING (-21.6664335 64.167526, -21.6663109 64.1676027)",,edge_16504,service,0.010424469519417707,7022d2fc-ce19-4f2f-88ed-7117b6a8e653,"LINESTRING (-21.6664335 64.167526, -21.6663109 64.1676027)"
20975,17313,15333,"LINESTRING (-21.8124995 64.1098796, -21.8127385 64.1099124, -21.8133985 64.110003, -21.8146563 64.1100116)",,edge_801,residential,0.10723719869979553,086535b7-2b6a-4bb1-96cc-34fbefe82342,"LINESTRING (-21.8124995 64.1098796, -21.8146563 64.1100116)"
20976,17315,3756,"LINESTRING (-21.7729498 64.113539, -21.7740548 64.1131108)",,edge_21436,service,0.07196206027854461,b378164b-8642-4818-9191-0dcfb9c77f41,"LINESTRING (-21.7729498 64.113539, -21.7740548 64.1131108)"
20977,17315,3204,"LINESTRING (-21.7729498 64.113539, -21.7727298 64.1134317, -21.7727097 64.113411)",,edge_21445,service,0.018570182625847087,1cb9b764-2b24-4ed7-955a-54b1c29f7ca7,"LINESTRING (-21.7729498 64.113539, -21.7727097 64.113411)"
20978,17316,2104,"LINESTRING (-21.9725251 64.1473911, -21.9725221 64.1473028, -21.9724524 64.1472209, -21.9724515 64.1472061, -21.9724614 64.147192, -21.9724811 64.1471799, -21.9725013 64.1471729, -21.9725248 64.1471683, -21.9728702 64.1471704, -21.9728966 64.1471757, -21.9729107 64.1471837, -21.9729158 64.1471935, -21.9729266 64.147647, -21.9729349 64.1476874)",,edge_13748,residential,0.10259749710267953,b3718e68-5311-40b5-9f14-3e4facdc06e3,"LINESTRING (-21.9725251 64.1473911, -21.9729349 64.1476874)"
20979,17317,3568,"LINESTRING (-21.7810108 64.0990708, -21.7809739 64.0991058, -21.7809538 64.0991267, -21.7809338 64.0991475, -21.7808907 64.0991819, -21.7808537 64.0992101, -21.7808098 64.0992391, -21.780752 64.0992707, -21.7806987 64.0992983, -21.7806611 64.0993178, -21.7805733 64.0993629, -21.7805025 64.0993992, -21.7804362 64.0994261, -21.7803746 64.0994512, -21.7803451 64.0994632, -21.7801505 64.0995266, -21.7800036 64.0995776, -21.7799406 64.099606, -21.7798974 64.0996255, -21.7796943 64.0997195)",,edge_22014,service,0.0978298650122849,21f75925-76aa-4a8f-a905-730065c1e60e,"LINESTRING (-21.7810108 64.0990708, -21.7796943 64.0997195)"
20980,17318,14549,"LINESTRING (-21.9676068 64.1489566, -21.9678035 64.1491313)",,edge_11880,residential,0.021701340418579223,b0f571d0-d263-4fa8-b062-b0c351f6837a,"LINESTRING (-21.9676068 64.1489566, -21.9678035 64.1491313)"
20981,17320,4498,"LINESTRING (-21.8125463 64.110605, -21.8125472 64.1106691, -21.8131374 64.110668, -21.8131356 64.1107495)",,edge_826,residential,0.044997407877128304,0f9c2912-8ed3-4687-b8df-4959a3ff7c8a,"LINESTRING (-21.8125463 64.110605, -21.8131356 64.1107495)"
20982,17320,10031,"LINESTRING (-21.8125463 64.110605, -21.8104803 64.1105975)",,edge_829,residential,0.10069666889341941,962c43cb-7113-4976-9527-e24cddaed2a9,"LINESTRING (-21.8125463 64.110605, -21.8104803 64.1105975)"
20983,17321,6463,"LINESTRING (-21.869538 64.1298316, -21.8692955 64.1301855)",,edge_3234,service,0.04118249341765772,7032a754-632d-4aad-a007-31d0fc79dd64,"LINESTRING (-21.869538 64.1298316, -21.8692955 64.1301855)"
20984,17321,11240,"LINESTRING (-21.869538 64.1298316, -21.8691997 64.1297841)",,edge_3240,service,0.017306757792082777,6f7e318f-71d0-424f-8db2-9377fff8353f,"LINESTRING (-21.869538 64.1298316, -21.8691997 64.1297841)"
20985,17322,18320,"LINESTRING (-21.7983218 64.1175671, -21.7979631 64.1175146)",,edge_4665,service,0.01843192217080995,f2f4f766-d1c0-4de5-8835-acc819db6a25,"LINESTRING (-21.7983218 64.1175671, -21.7979631 64.1175146)"
20986,17322,16072,"LINESTRING (-21.7983218 64.1175671, -21.7982319 64.1176849)",,edge_4686,service,0.013843565778916885,26d8d32f-f37f-46d4-9411-272acd75ba01,"LINESTRING (-21.7983218 64.1175671, -21.7982319 64.1176849)"
20987,17323,6324,"LINESTRING (-21.7883617 64.1206716, -21.788359 64.1205962, -21.787329 64.1204451)",,edge_20336,service,0.06134067830441716,3083f450-242e-446c-b529-a34355ec789b,"LINESTRING (-21.7883617 64.1206716, -21.787329 64.1204451)"
20988,17323,18752,"LINESTRING (-21.7883617 64.1206716, -21.7878676 64.1206784)",,edge_20380,residential,0.02408478276138397,17ac2bb9-9ce5-4e01-a136-c3b8eacf8821,"LINESTRING (-21.7883617 64.1206716, -21.7878676 64.1206784)"
20989,17324,10704,"LINESTRING (-21.7859677 64.1147801, -21.7858362 64.1149534)",,edge_21608,service,0.020354367174131038,771741e0-1c69-4f21-9d19-3ff8fe1cb61e,"LINESTRING (-21.7859677 64.1147801, -21.7858362 64.1149534)"
20990,17326,3555,"LINESTRING (-21.8810447 64.1433235, -21.8810514 64.1431915)",,edge_7243,service,0.01471891579071407,a07b50af-8fba-47fe-b83d-454e1fad2fc5,"LINESTRING (-21.8810447 64.1433235, -21.8810514 64.1431915)"
20991,17326,3555,"LINESTRING (-21.8810447 64.1433235, -21.8825451 64.1433388, -21.8825796 64.1432014, -21.8810514 64.1431915)",,edge_7248,service,0.16287264045210442,0cbd385f-a4ff-46a0-9656-20be75229537,"LINESTRING (-21.8810447 64.1433235, -21.8810514 64.1431915)"
20992,17327,17596,"LINESTRING (-21.8137597 64.1254658, -21.8154911 64.1254348)",,edge_5273,service,0.08441115086831853,9f21ca3b-738c-46ac-8552-12849fe7e6da,"LINESTRING (-21.8137597 64.1254658, -21.8154911 64.1254348)"
20993,17329,13831,"LINESTRING (-21.7018591 64.0960422, -21.7010354 64.0978163, -21.7007331 64.0982489, -21.7006868 64.098389, -21.700688 64.0985239, -21.7007487 64.0986983, -21.700742 64.0987465, -21.7007457 64.0988541)",,edge_22414,track,0.320104789334884,480c663e-54e8-4d3d-bcbf-f94ced2783fb,"LINESTRING (-21.7018591 64.0960422, -21.7007457 64.0988541)"
20994,17329,380,"LINESTRING (-21.7018591 64.0960422, -21.7021073 64.0960248, -21.702279 64.0960201, -21.7026867 64.0959779, -21.7030622 64.0958561, -21.7032707 64.0957949)",,edge_22418,track,0.07611685584385874,a3c75cee-4b67-4a14-91d0-e53ead8f0021,"LINESTRING (-21.7018591 64.0960422, -21.7032707 64.0957949)"
20995,17330,6245,"LINESTRING (-21.7947346 64.1153638, -21.7949709 64.1153945, -21.7951241 64.11519, -21.7953256 64.114921)",,edge_21647,residential,0.06755595886776365,5bd84aef-1d4f-4853-b8a1-8a2701e81975,"LINESTRING (-21.7947346 64.1153638, -21.7953256 64.114921)"
20996,17331,8708,"LINESTRING (-21.6912228 64.1719377, -21.6914858 64.1719112)",,edge_16721,unclassified,0.013126668548140203,8216c98b-0ccc-436b-b41c-cc364fb09182,"LINESTRING (-21.6912228 64.1719377, -21.6914858 64.1719112)"
20997,17332,14728,"LINESTRING (-21.8866102 64.1238476, -21.8875532 64.1240161, -21.8876868 64.12404, -21.8881622 64.1241114, -21.8888332 64.1242146)",,edge_10278,secondary,0.11580433093734394,0168751b-53e0-4105-bf51-682ee74a27a1,"LINESTRING (-21.8866102 64.1238476, -21.8888332 64.1242146)"
20998,17332,17405,"LINESTRING (-21.8866102 64.1238476, -21.8847839 64.1235574, -21.8837667 64.1234062, -21.8833983 64.1233495, -21.883152 64.1233116)",,edge_10286,secondary,0.17875834306355115,c2043177-39de-41b3-b1d4-110f7f9de1b8,"LINESTRING (-21.8866102 64.1238476, -21.883152 64.1233116)"
20999,17333,5953,"LINESTRING (-21.7865271 64.1479554, -21.787619 64.1474888, -21.7876812 64.1474623)",,edge_18936,residential,0.07859558867669508,adecdd38-32b6-4d0e-b5a7-5329cc0a4aff,"LINESTRING (-21.7865271 64.1479554, -21.7876812 64.1474623)"
21000,17334,12345,"LINESTRING (-21.8677808 64.1309103, -21.8678796 64.1307741)",,edge_3040,service,0.015927715860396173,dbb4b616-d099-490f-ab15-4d3f963598b3,"LINESTRING (-21.8677808 64.1309103, -21.8678796 64.1307741)"
21001,17334,4312,"LINESTRING (-21.8677808 64.1309103, -21.8672894 64.1308455)",,edge_3045,service,0.024999001077721593,ca4dedcc-0b16-4f3b-9d81-3a1d96092ebe,"LINESTRING (-21.8677808 64.1309103, -21.8672894 64.1308455)"
21002,17335,9243,"LINESTRING (-21.8679962 64.1306136, -21.8680463 64.1305448)",,edge_3036,residential,0.008048558272278456,0eabbe2c-608d-47a3-8871-a8a9ffe98f6e,"LINESTRING (-21.8679962 64.1306136, -21.8680463 64.1305448)"
21003,17335,6291,"LINESTRING (-21.8679962 64.1306136, -21.8689879 64.1307473)",,edge_3223,unclassified,0.05054633380748085,094fe26a-977a-4d57-bb7a-5051b6ba7fee,"LINESTRING (-21.8679962 64.1306136, -21.8689879 64.1307473)"
21004,17336,11871,"LINESTRING (-21.6991644 64.207231, -21.6985812 64.2072299, -21.6982965 64.2072115, -21.6978771 64.2071264, -21.697471 64.2071, -21.6966691 64.2070651)",,edge_15420,unclassified,0.12385930613459238,2d01e6c6-7e29-43cc-97d7-7450011c8bd1,"LINESTRING (-21.6991644 64.207231, -21.6966691 64.2070651)"
21005,17337,17711,"LINESTRING (-21.814259 64.1021008, -21.8139546 64.1020981, -21.8135781 64.1020856, -21.8132205 64.1020426, -21.8129887 64.1019953, -21.81275 64.101925, -21.8124799 64.1018029)",,edge_618,tertiary,0.09677274183370539,7cde7a64-7222-4b66-9def-4acb01fdb081,"LINESTRING (-21.814259 64.1021008, -21.8124799 64.1018029)"
21006,17338,6201,"LINESTRING (-21.8438086 64.1101309, -21.8436457 64.110328, -21.8435647 64.110485, -21.8435178 64.1106657, -21.8435216 64.1108971, -21.8435017 64.11121, -21.8433815 64.1115655, -21.8431478 64.1121645, -21.8430855 64.112314)",,edge_1351,residential,0.24701283786470113,d0b20906-6b8a-4f8c-80fd-da1623d1c557,"LINESTRING (-21.8438086 64.1101309, -21.8430855 64.112314)"
21007,17339,8209,"LINESTRING (-21.8256154 64.2378652, -21.825613 64.2378946, -21.8255864 64.2379228, -21.8255404 64.2379444)",,edge_14178,service,0.009961065753201874,0073713d-9e52-49f9-8f20-f7082a491513,"LINESTRING (-21.8256154 64.2378652, -21.8255404 64.2379444)"
21008,17340,10551,"LINESTRING (-21.7907783 64.2984316, -21.7893512 64.3004619, -21.7889088 64.3010103, -21.7879486 64.301971, -21.787203 64.3026386, -21.786291 64.3033969, -21.7852181 64.3041668, -21.7841746 64.3048479, -21.7825306 64.3057787)",,edge_15316,primary,0.9185289307200822,64949f95-8c6f-4878-9254-5193f79ec730,"LINESTRING (-21.7907783 64.2984316, -21.7825306 64.3057787)"
21009,17340,9913,"LINESTRING (-21.7907783 64.2984316, -21.7909063 64.2985741, -21.7911491 64.2986576, -21.7914504 64.2987266, -21.7926391 64.2991296, -21.7931916 64.2993837, -21.7932753 64.2994999, -21.7932586 64.2996487, -21.7929907 64.3001134, -21.7928652 64.3001933, -21.7926977 64.3002041, -21.7925471 64.3001787, -21.792321 64.3000626, -21.7921201 64.3000045, -21.7917685 64.2999718, -21.7916765 64.2999391, -21.7916011 64.2998665, -21.7916179 64.2997794, -21.7917853 64.2995253, -21.791936 64.2994781, -21.7921536 64.2994817, -21.7925722 64.2995398)",,edge_15332,service,0.4115734772575833,94113e80-a0c3-4329-9e72-81a8a0969dea,"LINESTRING (-21.7907783 64.2984316, -21.7925722 64.2995398)"
21010,17340,18691,"LINESTRING (-21.7907783 64.2984316, -21.7900702 64.2983199, -21.7893407 64.2982582, -21.7889786 64.2982594, -21.788591 64.2982926, -21.7880062 64.2984059, -21.786629 64.2988201, -21.7842726 64.2995738, -21.7836048 64.2997686, -21.7832051 64.2999082, -21.7829074 64.3000647, -21.7827118 64.3002025, -21.7825896 64.3003182, -21.7823039 64.3005817, -21.7820746 64.3007689, -21.7819592 64.300894, -21.781915 64.3010231, -21.7818935 64.3011662, -21.7819203 64.3013028, -21.7820303 64.3014907, -21.7820826 64.3016523, -21.782092 64.3017576, -21.7820705 64.3018506, -21.782033 64.3019425, -21.7819914 64.302049)",,edge_15333,secondary,0.6828851340096341,bfea62bc-6263-47a4-8c7b-98ae498e3952,"LINESTRING (-21.7907783 64.2984316, -21.7819914 64.302049)"
21011,17341,1748,"LINESTRING (-21.8718565 64.1462561, -21.8718535 64.1461168)",,edge_6985,service,0.015529795177174606,394a4962-ef9b-4c6c-ae4e-74a2fc2aabdb,"LINESTRING (-21.8718565 64.1462561, -21.8718535 64.1461168)"
21012,17342,10718,"LINESTRING (-21.7422815 64.1358551, -21.7422136 64.1358527, -21.742147 64.1358588, -21.7420871 64.135873)",,edge_21039,secondary,0.009949338709464243,b11efab5-d52e-4d00-a710-65919c79593d,"LINESTRING (-21.7422815 64.1358551, -21.7420871 64.135873)"
21013,17345,6198,"LINESTRING (-21.8947012 64.1282215, -21.8948678 64.1282491, -21.8957761 64.1283948, -21.8958917 64.1284133)",,edge_9813,tertiary,0.06180292364891743,14a58371-59a9-4d71-8b38-578f7a23044f,"LINESTRING (-21.8947012 64.1282215, -21.8958917 64.1284133)"
