,stnode,endnode,Type,infra_type,one_way,Wkt,length,key,osm_id,geometry
41958,17135,18760,legitimate,service,,"LINESTRING (-21.8352779 64.1255511, -21.835185 64.1255163, -21.8345359 64.1254964, -21.8345252 64.1251136, -21.8346646 64.1250645, -21.8351179 64.1250633, -21.8352574 64.1251253)",0.1208315751437687,edge_4252,a0dc7bfe-a7ab-4622-a2bd-2bced5ad5402,"LINESTRING (-21.8352574 64.1251253, -21.8352779 64.1255511)"
41959,17135,18760,legitimate,service,,"LINESTRING (-21.8352574 64.1251253, -21.8352779 64.1255511)",0.04747838068257653,edge_4250,95a893d5-3df0-432a-8280-2d7437f900aa,"LINESTRING (-21.8352574 64.1251253, -21.8352779 64.1255511)"
41960,17136,3676,legitimate,tertiary,,"LINESTRING (-21.8325824 64.2418616, -21.832728 64.2417022, -21.8329313 64.2415451, -21.8331693 64.2414079, -21.8333805 64.2412911, -21.8336622 64.2411613, -21.8343121 64.2409367, -21.8350144 64.2407638, -21.8353895 64.2406983, -21.835541 64.2406765, -21.8355841 64.2406703)",0.2038087826742722,edge_14208,45b6ddaa-2e14-4302-ba5b-72567813f21e,"LINESTRING (-21.8325824 64.2418616, -21.8355841 64.2406703)"
41961,17136,25,legitimate,tertiary,,"LINESTRING (-21.8322677 64.2424935, -21.8323139 64.2423959, -21.8325824 64.2418616)",0.07208061927304855,edge_14203,f33ebff4-1ec4-44c9-bf73-8c427e266fcf,"LINESTRING (-21.8325824 64.2418616, -21.8322677 64.2424935)"
41962,17136,12168,legitimate,unclassified,,"LINESTRING (-21.8305625 64.2419233, -21.8308326 64.2419248, -21.8311042 64.2419172, -21.8314071 64.2419004, -21.8317139 64.2418762, -21.8320045 64.2418537, -21.8323263 64.2418411, -21.8325008 64.24185, -21.8325824 64.2418616)",0.09891998245166393,edge_14204,55365a7c-9a4c-40d6-940b-2331578fc596,"LINESTRING (-21.8325824 64.2418616, -21.8305625 64.2419233)"
41963,17137,18517,legitimate,service,,"LINESTRING (-21.7622824 64.0865534, -21.7619598 64.0864407, -21.7607942 64.0863398)",0.07809725474260235,edge_22229,d49ba6b2-bed1-4f1a-8b63-fb5b31ba443e,"LINESTRING (-21.7607942 64.0863398, -21.7622824 64.0865534)"
41964,17138,12909,legitimate,secondary,,"LINESTRING (-21.812703 64.2285871, -21.8134331 64.2298203)",0.1419707648678998,edge_14133,57fad86e-875a-4cb6-98bc-9f2c8b3b5497,"LINESTRING (-21.812703 64.2285871, -21.8134331 64.2298203)"
41965,17138,6094,legitimate,secondary,,"LINESTRING (-21.8117941 64.2276274, -21.8119196 64.2277078, -21.8120729 64.2278263, -21.8123028 64.2280336, -21.812537 64.2283169, -21.812703 64.2285871)",0.11640728723041797,edge_14140,370208ef-c876-42e1-aacc-3f4d4378fd28,"LINESTRING (-21.812703 64.2285871, -21.8117941 64.2276274)"
41966,17138,17987,legitimate,service,,"LINESTRING (-21.8094346 64.2291696, -21.8094997 64.2292086, -21.8095925 64.22924, -21.8096851 64.2292582, -21.809895 64.2292691, -21.8099845 64.2292656, -21.8100835 64.2292495, -21.8114278 64.2288843, -21.812703 64.2285871)",0.18285683113439752,,d43328a8-6cf7-4bb0-8ea5-f0545ff2cf40,"LINESTRING (-21.8094346 64.2291696, -21.8099845 64.2292656, -21.812703 64.2285871)"
41967,17139,5375,legitimate,residential,,"LINESTRING (-21.8827972 64.1318947, -21.882654 64.131875, -21.8808892 64.1316321)",0.09742417557262434,edge_2463,43e149c7-97de-4e8c-b560-d2a2a729c545,"LINESTRING (-21.8827972 64.1318947, -21.8808892 64.1316321)"
41968,17139,1545,legitimate,tertiary,,"LINESTRING (-21.8827972 64.1318947, -21.8827581 64.1319517)",0.0066335090821778245,edge_2494,8f1bbd9c-401a-4380-bf64-d879edb3494b,"LINESTRING (-21.8827972 64.1318947, -21.8827581 64.1319517)"
41969,17139,8061,legitimate,residential,,"LINESTRING (-21.8830626 64.1319723, -21.8827972 64.1318947)",0.01555305694634196,edge_2495,67c0c11e-3223-448d-8e98-be4f9969f87f,"LINESTRING (-21.8827972 64.1318947, -21.8830626 64.1319723)"
41970,17139,13098,legitimate,tertiary,,"LINESTRING (-21.8833127 64.1312632, -21.8832719 64.1313064, -21.8832339 64.131349, -21.8831442 64.1314495, -21.8829211 64.1317271, -21.8828611 64.1318062, -21.8828425 64.1318308, -21.8827972 64.1318947)",0.07476553717384674,edge_2493,abcb4094-bf37-4a25-b8ba-60b5cd661159,"LINESTRING (-21.8827972 64.1318947, -21.8833127 64.1312632)"
41971,17140,11016,legitimate,service,,"LINESTRING (-21.932484 64.1299195, -21.932439 64.1298412, -21.9324217 64.1297442, -21.932395 64.1295701)",0.03929812846585505,edge_11560,4c059c41-a829-4aa0-b6e6-07bb5b30098c,"LINESTRING (-21.932395 64.1295701, -21.932484 64.1299195)"
41972,17141,704,legitimate,service,,"LINESTRING (-21.8582612 64.0990212, -21.858829 64.098901, -21.8588227 64.0988795, -21.8587565 64.0986555)",0.05835286869892289,edge_1749,04de2bf4-f046-40cc-94d9-5641ff9eb775,"LINESTRING (-21.8587565 64.0986555, -21.8582612 64.0990212)"
41973,17142,2603,legitimate,residential,,"LINESTRING (-21.7079088 64.1681834, -21.708315 64.1684253)",0.033429562939716405,edge_16014,2b50ce32-9bf9-4b96-9d8e-f3d0ee748779,"LINESTRING (-21.708315 64.1684253, -21.7079088 64.1681834)"
41974,17143,8671,legitimate,residential,,"LINESTRING (-21.8021058 64.1355252, -21.8022448 64.1350901)",0.0489746883921934,edge_5528,f3c5262a-6043-45ac-b9d8-efea696dcdc2,"LINESTRING (-21.8022448 64.1350901, -21.8021058 64.1355252)"
41975,17143,10465,legitimate,residential,,"LINESTRING (-21.8029537 64.1352299, -21.8022448 64.1350901)",0.037875074020549036,edge_5466,fca2778b-bc47-4276-9547-7113006f2d85,"LINESTRING (-21.8022448 64.1350901, -21.8029537 64.1352299)"
41976,17143,17350,legitimate,residential,,"LINESTRING (-21.8022448 64.1350901, -21.8015729 64.1349576)",0.03589823235843929,edge_5525,8c5afdf4-116d-45b6-8eb0-fd91fefeb9a6,"LINESTRING (-21.8022448 64.1350901, -21.8015729 64.1349576)"
41977,17144,10884,legitimate,service,,"LINESTRING (-21.6195113 64.36543, -21.6195166 64.3653395, -21.6194539 64.3652085)",0.025007309667501313,edge_14615,c3ed1b31-a653-4eba-9eea-246b6f4f2a8b,"LINESTRING (-21.6195113 64.36543, -21.6194539 64.3652085)"
41978,17145,13147,legitimate,service,,"LINESTRING (-21.8491868 64.1031915, -21.8493466 64.1031106)",0.011917514575220847,edge_1570,fdefa71f-ce1c-4d7f-adcd-1f40f0176a42,"LINESTRING (-21.8491868 64.1031915, -21.8493466 64.1031106)"
41979,17145,4525,legitimate,service,,"LINESTRING (-21.8489291 64.1030948, -21.8491868 64.1031915)",0.01655424045965481,edge_1579,9472e261-e09d-4cf9-8def-407914f11740,"LINESTRING (-21.8491868 64.1031915, -21.8489291 64.1030948)"
41980,17145,18579,legitimate,service,,"LINESTRING (-21.8491868 64.1031915, -21.8494672 64.1032969)",0.018025633413144105,edge_1580,9472e261-e09d-4cf9-8def-407914f11740,"LINESTRING (-21.8491868 64.1031915, -21.8494672 64.1032969)"
41981,17146,16087,legitimate,residential,,"LINESTRING (-21.907938 64.1300106, -21.9079961 64.1299644, -21.9080657 64.1299213, -21.9081459 64.1298818, -21.9082054 64.1298575, -21.908269 64.1298352, -21.9083829 64.1298029, -21.9085052 64.1297771, -21.9086339 64.1297581, -21.9101541 64.1295884, -21.9103206 64.1295712, -21.9104822 64.1295466, -21.910637 64.1295148, -21.9107794 64.1294774, -21.9109124 64.1294338, -21.9110346 64.1293846)",0.1711298348401503,edge_10834,38c92850-008e-4f75-8836-cad981db28c1,"LINESTRING (-21.907938 64.1300106, -21.9110346 64.1293846)"
41982,17146,2079,legitimate,service,,"LINESTRING (-21.907938 64.1300106, -21.9077173 64.1299241, -21.9072452 64.1299194)",0.037439848524518635,edge_10840,b721fe65-f0af-4ced-b0bb-fcde88529e92,"LINESTRING (-21.907938 64.1300106, -21.9072452 64.1299194)"
41983,17146,14460,legitimate,residential,,"LINESTRING (-21.9078467 64.130137, -21.9078821 64.1300724, -21.907938 64.1300106)",0.014812945987442276,edge_10833,38c92850-008e-4f75-8836-cad981db28c1,"LINESTRING (-21.907938 64.1300106, -21.9078467 64.130137)"
41984,17147,11305,legitimate,service,,"LINESTRING (-21.7060913 64.2091669, -21.7059466 64.2090409)",0.015706395604308192,edge_15441,138141fa-1ab0-46d8-bfe8-55fa8b4aa08b,"LINESTRING (-21.7060913 64.2091669, -21.7059466 64.2090409)"
41985,17148,5251,legitimate,residential,,"LINESTRING (-21.8480708 64.129741, -21.8481272 64.1302051)",0.051810437874256286,edge_3833,6996d4ed-66ee-4704-a48a-b95766ff2b2f,"LINESTRING (-21.8480708 64.129741, -21.8481272 64.1302051)"
41986,17148,3623,legitimate,residential,,"LINESTRING (-21.8480036 64.1291876, -21.8480708 64.129741)",0.06177942945427435,edge_3832,6996d4ed-66ee-4704-a48a-b95766ff2b2f,"LINESTRING (-21.8480708 64.129741, -21.8480036 64.1291876)"
41987,17148,18278,legitimate,service,,"LINESTRING (-21.8479972 64.1291349, -21.8489177 64.1291177, -21.8489823 64.1291301, -21.8490092 64.1291549, -21.8490191 64.12927, -21.8488768 64.129415, -21.8488917 64.1296776, -21.8488656 64.1297082, -21.8488036 64.1297244, -21.8480708 64.129741)",0.1539800033048278,edge_3831,cf84a5c3-37ca-47f0-b058-17932b1437a8,"LINESTRING (-21.8480708 64.129741, -21.8479972 64.1291349)"
41988,17149,2879,legitimate,service,,"LINESTRING (-21.7641987 64.1268245, -21.7643976 64.1267018)",0.01676206728752183,edge_20689,35ff0378-36fe-4c0c-9445-3075a6184d05,"LINESTRING (-21.7641987 64.1268245, -21.7643976 64.1267018)"
41989,17150,7753,legitimate,service,,"LINESTRING (-21.8293937 64.125661, -21.8293937 64.1255463)",0.012786673979166316,edge_4347,f4948aaf-0a7d-4126-8ddc-efa0bd84e125,"LINESTRING (-21.8293937 64.125661, -21.8293937 64.1255463)"
41990,17150,12097,legitimate,service,,"LINESTRING (-21.8294044 64.1258858, -21.8293937 64.125661)",0.02506596342795511,edge_4348,e63a6754-7299-4ca4-90a5-1bcf6a514c70,"LINESTRING (-21.8293937 64.125661, -21.8294044 64.1258858)"
41991,17150,15168,legitimate,service,,"LINESTRING (-21.8299528 64.1256518, -21.829776 64.1256527, -21.8297522 64.1256533, -21.8293937 64.125661)",0.027258410938754706,edge_4346,f4948aaf-0a7d-4126-8ddc-efa0bd84e125,"LINESTRING (-21.8293937 64.125661, -21.8299528 64.1256518)"
41992,17151,12649,legitimate,service,,"LINESTRING (-21.8214004 64.1253127, -21.8215369 64.1253071)",0.006678496819912161,edge_4446,481c3776-fc7e-4812-a84a-8460507c2174,"LINESTRING (-21.8214004 64.1253127, -21.8215369 64.1253071)"
41993,17151,12649,legitimate,service,,"LINESTRING (-21.8215369 64.1253071, -21.8214868 64.1249161, -21.8214699 64.1248993, -21.8214407 64.124886, -21.8214029 64.1248778, -21.8213609 64.1248758, -21.8213226 64.1248797, -21.821289 64.1248887, -21.8212639 64.124902, -21.8212498 64.124918, -21.8212483 64.1249352, -21.8212819 64.1252579, -21.8212993 64.1252788, -21.8213308 64.1252962, -21.8213633 64.1253063, -21.8214004 64.1253127)",0.10630830881074117,edge_4450,470ef9c6-ae7f-490c-94c9-71e0931293ff,"LINESTRING (-21.8214004 64.1253127, -21.8215369 64.1253071)"
41994,17151,12649,legitimate,service,,"LINESTRING (-21.8215369 64.1253071, -21.8214868 64.1249161, -21.8214699 64.1248993, -21.8214407 64.124886, -21.8214029 64.1248778, -21.8213609 64.1248758, -21.8213226 64.1248797, -21.821289 64.1248887, -21.8212639 64.124902, -21.8212498 64.124918, -21.8212483 64.1249352, -21.8212819 64.1252579, -21.8212993 64.1252788, -21.8213308 64.1252962, -21.8213633 64.1253063, -21.8214004 64.1253127)",0.10630830881074117,edge_4450,470ef9c6-ae7f-490c-94c9-71e0931293ff,"LINESTRING (-21.8214004 64.1253127, -21.8215369 64.1253071)"
41995,17151,12649,legitimate,service,,"LINESTRING (-21.8214004 64.1253127, -21.8215369 64.1253071)",0.006678496819912161,edge_4446,481c3776-fc7e-4812-a84a-8460507c2174,"LINESTRING (-21.8214004 64.1253127, -21.8215369 64.1253071)"
41996,17152,14837,legitimate,residential,,"LINESTRING (-21.8213003 64.1075087, -21.8215258 64.1075471, -21.8216205 64.1075633)",0.01675258359032954,edge_1076,5e094a6d-47d3-4891-affa-ef6fb84c60e2,"LINESTRING (-21.8213003 64.1075087, -21.8216205 64.1075633)"
41997,17152,10434,legitimate,service,,"LINESTRING (-21.8209685 64.107436, -21.821047 64.1074711, -21.8213003 64.1075087)",0.018511733815135385,edge_1077,24d046cb-3655-47b4-ad7c-bd99d48b715b,"LINESTRING (-21.8213003 64.1075087, -21.8209685 64.107436)"
41998,17152,18464,legitimate,residential,,"LINESTRING (-21.8208607 64.1080161, -21.8213003 64.1075087)",0.06048698435403745,edge_1075,5e094a6d-47d3-4891-affa-ef6fb84c60e2,"LINESTRING (-21.8213003 64.1075087, -21.8208607 64.1080161)"
41999,17153,15158,legitimate,service,,"LINESTRING (-21.6761267 64.1659807, -21.6761379 64.1660084, -21.6761561 64.1660294, -21.6762224 64.1660815, -21.6758603 64.1662516)",0.03816237509888746,,194daa5e-aba4-45b5-95d5-3074e0a0d724,"LINESTRING (-21.6758603 64.1662516, -21.6762224 64.1660815, -21.6761267 64.1659807)"
42000,17154,1642,legitimate,service,,"LINESTRING (-21.9448074 64.1509838, -21.9445257 64.1510937)",0.01838629244292812,edge_12901,f72d032c-7a29-4f45-b872-5b8ec209df76,"LINESTRING (-21.9445257 64.1510937, -21.9448074 64.1509838)"
42001,17155,9211,legitimate,service,,"LINESTRING (-21.8457715 64.1349872, -21.8465648 64.1349772)",0.03864626667962289,edge_3772,eeb31c63-6121-4cd9-bcae-16d9574470ad,"LINESTRING (-21.8457715 64.1349872, -21.8465648 64.1349772)"
42002,17155,6423,legitimate,service,,"LINESTRING (-21.8465591 64.1349308, -21.8465438 64.1348631, -21.8465237 64.134844, -21.8464778 64.1348299, -21.8464171 64.1348269, -21.8458145 64.1348553, -21.845773 64.1348662, -21.8457543 64.1348853, -21.8457715 64.1349872)",0.06121334252294743,edge_3771,eeb31c63-6121-4cd9-bcae-16d9574470ad,"LINESTRING (-21.8457715 64.1349872, -21.8465591 64.1349308)"
42003,17155,13780,legitimate,service,,"LINESTRING (-21.8455195 64.1350567, -21.8457715 64.1349872)",0.014512498277805005,edge_3766,b982441f-aa76-4455-9346-7cdad70708a1,"LINESTRING (-21.8457715 64.1349872, -21.8455195 64.1350567)"
42004,17156,11077,legitimate,residential,,"LINESTRING (-21.826271 64.1007072, -21.8262707 64.1010707)",0.04052258406867719,edge_316,098df7eb-ef1a-40a9-a9d3-4803ba3f3218,"LINESTRING (-21.8262707 64.1010707, -21.826271 64.1007072)"
42005,17157,18457,legitimate,service,,"LINESTRING (-21.8979517 64.1359123, -21.8973988 64.1365907)",0.08027680915755298,edge_9522,4c31b4d3-06e8-4199-a5f7-ac1e97ca7482,"LINESTRING (-21.8973988 64.1365907, -21.8979517 64.1359123)"
42006,17158,1878,legitimate,service,,"LINESTRING (-21.8190239 64.1109064, -21.8192937 64.11072, -21.8197294 64.1108265)",0.04891946767604491,edge_1030,ba3c322b-40ee-48f4-a030-e40d48ab0f51,"LINESTRING (-21.8197294 64.1108265, -21.8190239 64.1109064)"
42007,17159,5981,legitimate,service,,"LINESTRING (-21.8425269 64.1377142, -21.842768 64.1377064, -21.8428127 64.1377013, -21.8428447 64.1376859, -21.8428532 64.1376674, -21.8428457 64.1375662, -21.8428266 64.1375545, -21.8427989 64.1375462, -21.8427638 64.1375448, -21.8420273 64.1375531)",0.07055715127725892,edge_3745,a04e5d41-dcbc-4290-ac44-c8f943456c46,"LINESTRING (-21.8425269 64.1377142, -21.8420273 64.1375531)"
42008,17159,16351,legitimate,service,,"LINESTRING (-21.8420255 64.1377268, -21.8425269 64.1377142)",0.024453922841619794,edge_3744,a1990d0f-348c-4281-bc1c-6cabc234f119,"LINESTRING (-21.8425269 64.1377142, -21.8420255 64.1377268)"
42009,17159,16351,legitimate,service,,"LINESTRING (-21.8420255 64.1377268, -21.8420246 64.1378227, -21.8420272 64.1378485, -21.8420453 64.1378684, -21.8420735 64.137884, -21.8421283 64.1378944, -21.8421675 64.137896, -21.8424109 64.1378883, -21.8424721 64.1378792, -21.8425104 64.1378652, -21.8425302 64.137847, -21.8425269 64.1377142)",0.05751256651958603,edge_3748,f4cac60c-9ebf-4a3b-a281-7e3c90932f17,"LINESTRING (-21.8425269 64.1377142, -21.8420255 64.1377268)"
42010,17159,16351,legitimate,service,,"LINESTRING (-21.8420255 64.1377268, -21.8425269 64.1377142)",0.024453922841619794,edge_3744,a1990d0f-348c-4281-bc1c-6cabc234f119,"LINESTRING (-21.8425269 64.1377142, -21.8420255 64.1377268)"
42011,17159,16351,legitimate,service,,"LINESTRING (-21.8420255 64.1377268, -21.8420246 64.1378227, -21.8420272 64.1378485, -21.8420453 64.1378684, -21.8420735 64.137884, -21.8421283 64.1378944, -21.8421675 64.137896, -21.8424109 64.1378883, -21.8424721 64.1378792, -21.8425104 64.1378652, -21.8425302 64.137847, -21.8425269 64.1377142)",0.05751256651958603,edge_3748,f4cac60c-9ebf-4a3b-a281-7e3c90932f17,"LINESTRING (-21.8425269 64.1377142, -21.8420255 64.1377268)"
42012,17161,8399,legitimate,service,,"LINESTRING (-21.8935318 64.1444673, -21.8933856 64.1444423)",0.007643107040706548,edge_8905,f5b58895-d2d3-4e47-979c-65f41ef6edfe,"LINESTRING (-21.8935318 64.1444673, -21.8933856 64.1444423)"
42013,17161,12106,legitimate,service,,"LINESTRING (-21.8935318 64.1444673, -21.8935766 64.1444194, -21.8936189 64.1443936)",0.009305314485855792,edge_8909,1d1b7fc1-bc22-4c7c-a38a-1ce7363fc460,"LINESTRING (-21.8935318 64.1444673, -21.8936189 64.1443936)"
42014,17161,3878,legitimate,service,,"LINESTRING (-21.8944269 64.1446176, -21.8938705 64.1445281, -21.8935318 64.1444673)",0.046690522672955474,edge_8904,f5b58895-d2d3-4e47-979c-65f41ef6edfe,"LINESTRING (-21.8935318 64.1444673, -21.8944269 64.1446176)"
42015,17162,1009,legitimate,residential,,"LINESTRING (-21.8753819 64.1208832, -21.8755747 64.1209019, -21.8757423 64.1208992, -21.8758539 64.1209065, -21.8760261 64.1209186, -21.8761745 64.1209484)",0.039744726830662526,edge_1874,224e4e24-73f3-4e8f-9296-d4a1ede4cad7,"LINESTRING (-21.8761745 64.1209484, -21.8753819 64.1208832)"
42016,17163,16331,legitimate,service,,"LINESTRING (-21.7795748 64.1427667, -21.7791832 64.1425959, -21.7794541 64.1424871)",0.04486152152552239,edge_19253,ba441724-3c54-4aee-b33a-7dd137023aa9,"LINESTRING (-21.7795748 64.1427667, -21.7794541 64.1424871)"
42017,17164,11832,legitimate,residential,,"LINESTRING (-21.8957357 64.1231954, -21.8956473 64.1231952, -21.8947634 64.1231931, -21.8946876 64.1231929)",0.0510602034509113,edge_10422,003c3ab6-68df-46c4-aa8e-b79375359e66,"LINESTRING (-21.8957357 64.1231954, -21.8946876 64.1231929)"
42018,17164,5096,legitimate,service,,"LINESTRING (-21.8957357 64.1231954, -21.8957588 64.1231685, -21.8957962 64.1231449, -21.8958458 64.123126, -21.8959034 64.1231132, -21.8959663 64.1231068, -21.8960309 64.1231073, -21.8961373 64.1231073)",0.024234361370592768,edge_10423,ca93afb9-7fef-42c9-9bf7-c3aa18254efb,"LINESTRING (-21.8957357 64.1231954, -21.8961373 64.1231073)"
42019,17164,7652,legitimate,residential,,"LINESTRING (-21.8969043 64.1232588, -21.8968195 64.1232442, -21.896073 64.1232409, -21.8958015 64.1231956, -21.8957357 64.1231954)",0.05817195102674039,edge_10421,003c3ab6-68df-46c4-aa8e-b79375359e66,"LINESTRING (-21.8957357 64.1231954, -21.8969043 64.1232588)"
42020,17165,8270,legitimate,residential,,"LINESTRING (-21.7960489 64.1535597, -21.7959432 64.1535154, -21.7957635 64.1534402)",0.01924474908581631,edge_18515,1a740de9-0d07-49d8-a9d1-cc926be03052,"LINESTRING (-21.7960489 64.1535597, -21.7957635 64.1534402)"
42021,17165,2527,legitimate,tertiary,,"LINESTRING (-21.7978185 64.1525069, -21.7976346 64.1525946, -21.7971436 64.1528178, -21.7970997 64.1528464, -21.7970747 64.1528737, -21.7970635 64.1529031, -21.7970344 64.1530093, -21.7970298 64.1530403, -21.7970236 64.1530601, -21.7970016 64.1530922, -21.7969761 64.1531121, -21.7969442 64.1531335, -21.7968715 64.1531782, -21.7965481 64.153339, -21.7960489 64.1535597)",0.14946848950707084,edge_6248,9e6082ea-cc40-4377-88f1-5016d2965b1c,"LINESTRING (-21.7960489 64.1535597, -21.7978185 64.1525069)"
42022,17165,18727,legitimate,tertiary,,"LINESTRING (-21.7960489 64.1535597, -21.7955369 64.1538022, -21.795382 64.1538529, -21.7951489 64.1538956, -21.7946822 64.1539803, -21.7940365 64.1540971)",0.11709484216672923,edge_18517,a5438170-b6b0-43b0-989a-f550b7464e85,"LINESTRING (-21.7960489 64.1535597, -21.7940365 64.1540971)"
42023,17166,1471,legitimate,service,,"LINESTRING (-21.872288 64.1462542, -21.872288 64.1464279)",0.019364007342433178,edge_6986,5fce52ad-fe2b-4c09-9cba-ba0d0b916d1e,"LINESTRING (-21.872288 64.1464279, -21.872288 64.1462542)"
42024,17167,3851,legitimate,residential,,"LINESTRING (-21.7877133 64.1474913, -21.7877875 64.1474725, -21.7878493 64.1474568, -21.7883485 64.1472474)",0.04135043915590758,edge_18942,c8e3684a-29d2-4b89-88a8-147dbd814344,"LINESTRING (-21.7883485 64.1472474, -21.7877133 64.1474913)"
42025,17168,8924,legitimate,service,,"LINESTRING (-21.7858253 64.1231235, -21.7857968 64.1226375)",0.05419669954012975,edge_20143,9617c127-bae6-4bad-929a-8681e2cc9bcc,"LINESTRING (-21.7858253 64.1231235, -21.7857968 64.1226375)"
42026,17168,3069,legitimate,service,,"LINESTRING (-21.7858253 64.1231235, -21.7855042 64.1231272)",0.01564824545369835,edge_20267,f8837761-a9e0-458f-973a-5288fa3f2bc3,"LINESTRING (-21.7858253 64.1231235, -21.7855042 64.1231272)"
42027,17168,13922,legitimate,service,,"LINESTRING (-21.7861588 64.1231197, -21.7858253 64.1231235)",0.016252414587926377,edge_20266,f8837761-a9e0-458f-973a-5288fa3f2bc3,"LINESTRING (-21.7858253 64.1231235, -21.7861588 64.1231197)"
42028,17168,16515,legitimate,service,,"LINESTRING (-21.7858569 64.1236643, -21.7858253 64.1231235)",0.06030762977616831,edge_20142,9617c127-bae6-4bad-929a-8681e2cc9bcc,"LINESTRING (-21.7858253 64.1231235, -21.7858569 64.1236643)"
42029,17169,12442,legitimate,residential,,"LINESTRING (-21.9440302 64.1486818, -21.9439403 64.1488025, -21.9438512 64.1489263, -21.9436937 64.1491651)",0.056318659619008594,edge_12730,8211c990-64f4-44fd-95ca-c0bea0a2143d,"LINESTRING (-21.9440302 64.1486818, -21.9436937 64.1491651)"
42030,17169,4398,legitimate,residential,,"LINESTRING (-21.9443577 64.1481574, -21.9440302 64.1486818)",0.06059413235897155,edge_12731,4f74d130-5c93-42a1-a102-676ff0edb53e,"LINESTRING (-21.9440302 64.1486818, -21.9443577 64.1481574)"
42031,17169,11115,legitimate,residential,,"LINESTRING (-21.947021 64.1492037, -21.9468874 64.14918, -21.9441496 64.1487026, -21.9440302 64.1486818)",0.15676232488175249,edge_12796,66498900-f182-44ef-ac7b-119af971c4ac,"LINESTRING (-21.9440302 64.1486818, -21.947021 64.1492037)"
42032,17170,13279,legitimate,service,,"LINESTRING (-21.7730867 64.1459589, -21.7715969 64.1459427, -21.7714816 64.1459414)",0.0781547687135684,edge_19440,88eab3c0-6055-4d04-b590-594b5a185ee6,"LINESTRING (-21.7730867 64.1459589, -21.7714816 64.1459414)"
42033,17170,7456,legitimate,service,,"LINESTRING (-21.7730867 64.1459589, -21.7732023 64.1458008)",0.018501380903300807,edge_19443,140d292f-9bea-4f50-a9f0-9b9653349d10,"LINESTRING (-21.7730867 64.1459589, -21.7732023 64.1458008)"
42034,17170,4945,legitimate,service,,"LINESTRING (-21.7730867 64.1459589, -21.7729174 64.1462304)",0.031368545847043745,edge_19473,9cf36f0c-23e8-47a5-ae96-07f989509388,"LINESTRING (-21.7730867 64.1459589, -21.7729174 64.1462304)"
42035,17170,5781,legitimate,service,,"LINESTRING (-21.7734987 64.1460102, -21.7734314 64.1459987, -21.7733082 64.1459831, -21.7730867 64.1459589)",0.020876027256019145,edge_19439,f5437d8c-e98d-4aa3-983c-70f12648a058,"LINESTRING (-21.7730867 64.1459589, -21.7734987 64.1460102)"
42036,17171,1238,legitimate,residential,,"LINESTRING (-21.7762113 64.10145, -21.7762085 64.1014911, -21.776186 64.1016134, -21.7761422 64.1017347, -21.7760773 64.1018541, -21.7759917 64.101971, -21.775886 64.1020847, -21.7757697 64.1021878)",0.08581561821761421,edge_21776,2fa93fa0-c2a5-464f-b38f-15d302d1b325,"LINESTRING (-21.7762113 64.10145, -21.7757697 64.1021878)"
42037,17172,1239,legitimate,tertiary,,"LINESTRING (-21.9197152 64.1430988, -21.9197713 64.1430427, -21.9199769 64.142837, -21.9201697 64.1426419, -21.9202191 64.1425916)",0.06163461724121493,edge_8125,b86f1556-f1fb-4873-afe3-4535fb6379a0,"LINESTRING (-21.9197152 64.1430988, -21.9202191 64.1425916)"
42038,17172,10649,legitimate,residential,,"LINESTRING (-21.9197152 64.1430988, -21.91978 64.1431122, -21.9222785 64.143626, -21.9224074 64.1436529)",0.14488625650060374,edge_8148,2265d964-9fb6-4bbb-89d7-a1ab1d8d191b,"LINESTRING (-21.9197152 64.1430988, -21.9224074 64.1436529)"
42039,17172,13399,legitimate,residential,,"LINESTRING (-21.9171661 64.1425788, -21.9173099 64.1426049, -21.9196049 64.1430762, -21.9197152 64.1430988)",0.13697447138586155,edge_8128,7f155ce6-9157-4520-88d5-dd51c8cdeaf0,"LINESTRING (-21.9197152 64.1430988, -21.9171661 64.1425788)"
42040,17172,15858,legitimate,tertiary,,"LINESTRING (-21.9191074 64.1436998, -21.9196775 64.1431361, -21.9197152 64.1430988)",0.07324176771227242,edge_8124,ad4fd633-b5bd-4e5a-b379-e2094fa76041,"LINESTRING (-21.9197152 64.1430988, -21.9191074 64.1436998)"
42041,17173,7275,legitimate,service,,"LINESTRING (-21.7547801 64.1405987, -21.7555263 64.1408812)",0.04807920968362372,edge_19634,4bb54aa9-a2f2-4142-8600-3e9c34a599bc,"LINESTRING (-21.7547801 64.1405987, -21.7555263 64.1408812)"
42042,17173,10404,legitimate,service,,"LINESTRING (-21.7542796 64.1404086, -21.7547801 64.1405987)",0.032293596903336316,edge_19633,4bb54aa9-a2f2-4142-8600-3e9c34a599bc,"LINESTRING (-21.7547801 64.1405987, -21.7542796 64.1404086)"
42043,17173,17420,legitimate,service,,"LINESTRING (-21.7547801 64.1405987, -21.7545695 64.1407058)",0.01573780771236405,edge_19571,9cb417c7-7308-4aca-a1b4-6033f0c021bf,"LINESTRING (-21.7547801 64.1405987, -21.7545695 64.1407058)"
42044,17173,18293,legitimate,service,,"LINESTRING (-21.7549824 64.1404841, -21.7547801 64.1405987)",0.01613134644441893,edge_19570,9cb417c7-7308-4aca-a1b4-6033f0c021bf,"LINESTRING (-21.7547801 64.1405987, -21.7549824 64.1404841)"
