,m03_01,m03_02,m05_01,m08_02,m10,m01_01,m01_02,m02_01,m02_02,m04_02,m06_01,m07_01,m07_02,m07_03,m09_01,osmid,rep
1022,0,0.976203749,3,0,0.205183232,1,1,1,-1.78E-15,0,1,0,0,0,0,13911508,93
1023,0.220238095,1.029603331,5,0.080842917,0.180122273,1.001011175,1.001865672,1,-1.78E-15,0,1,0,0,0,0,37776377,93
1024,0.010912698,1.058048373,0,0.01449818,0,1,1,1.000473938,0.001094086,0.024056255,1.000898677,0.001771459,53263.08586,328296.742,0,225518595,93
1025,0.029761905,1.018320386,3,0.002965013,0,1,1,1,-1.78E-15,0,1,0,0,0,0,34803200,93
1026,0,1.037345652,8,0.001708612,0.243543707,1,1,1,-1.78E-15,0.016284234,1,0,0,0,0,85538213,93
1027,0,1.032,0,5.28E-06,0,1,1,1,-1.78E-15,0.015173945,1,0,0,0,0,81323,93
1028,0,1.021761589,10,0.007785509,0,1.000362283,1,1,-1.78E-15,0.009252406,1,0,0,0,0,2255522600,93
1029,0,1.005682752,1,0.013383009,0,1,1,1,-1.78E-15,0.02553664,1,0,0,0,0,2264722662,93
1030,0.199900794,1.031493602,1,0.078498685,0.040606929,1.014889659,1.026768642,1.003140953,0.005300676,0.109918579,1.004559085,0.005697778,54359.63007,382804.684,0,2283314794,93
1031,0,1.004571962,0,0,0.106153432,1,1,1,-1.78E-15,0,1,0,0,0,0,1518538682,93
1032,0,1.019334411,1,0,0,1,1,1,-1.78E-15,0,1,0,0,0,0,171752933,93
1033,0,1.024140444,10,0.004426787,0,1.00000105,1,1,-1.78E-15,0,1,0,0,0,0,2255322555,93
1034,0.000496032,1.008565174,2,8.66E-05,0,1,1,1.000006073,1.29E-05,0.000740192,1.000000356,1.63E-06,361.0724632,361.0724632,0,193409802,93
1035,0.068452381,1.067413396,2,0.063379877,0,1.00309966,1.003738318,1.012108713,0.013262905,0.055514434,1.013516977,0.020303151,1132767.496,2708285.505,0,2110322535,93
1036,0,1.041195847,1,0,0.271803159,1,1,1,-1.78E-15,0,1,0,0,0,0,7963276,93
1037,0,1.089510394,0,0,0,1,1,1,-1.78E-15,0,1,0,0,0,0,3871299,93
1038,0,1.050878457,5,0.001714101,0,1,1,1,-1.78E-15,0,1,0,0,0,0,13541736,93
1039,0,1.049480843,0,0,0.582219816,1,1,1,-1.78E-15,0,1,0,0,0,0,81924404,93
1040,0,1.069534745,1,0,0.061179751,1,1,1,-1.78E-15,0,1,0,0,0,0,16071761,93
1041,0,1.014822323,1,1.81E-07,0,1,1,1,-1.78E-15,0.012583272,1,0,0,0,0,1861997,93
1042,0.036210317,1.065876145,1,0.023586264,0,1.001912272,1.003738318,1.003424803,0.004141304,0.097335307,1.001389486,0.005559443,220275.9762,598937.8762,0,1229512348,93
1043,0,0,2,0,0.281527039,1,1,1,-1.78E-15,0,1,0,0,0,0,15881588,93
1044,0.01984127,1.03657328,8,0.01560218,0.001354491,1.000179375,1,1.000322479,0.000425397,0.021835677,1.000263169,0.000390522,78269.62506,79776.02929,0,27265321,93
1045,0,1.026427121,9,0,0.74878858,1,1,1,-1.78E-15,0,1,0,0,0,0,5211890,93
1046,0,1.043087263,0,0,0,1.001128998,1.001865672,1,-1.78E-15,0,1,0,0,0,0,225514781,93
1047,0.03125,0.992091845,11,0.079754818,0,1.008341816,1.00750469,1,-1.78E-15,0.023316062,1,0,0,0,0.000304266,653717924,93
1048,0.001488095,1.008709502,1,0.001510061,0.072578898,1,1,1.000001786,4.79E-06,0.024426351,1.000001702,5.56E-06,1132.790901,1230.072434,0,957422721,93
1049,0,1.202694433,1,0,0.009498366,1,1,1,-1.78E-15,0,1,0,0,0,0,14671470,93
1050,0,1.067320103,2,0,0.233286342,1,1,1,-1.78E-15,0,1,0,0,0,0,15911598,93
1051,0,0.983994682,0,0,0.33611072,1,1,1,-1.78E-15,0,1,0,0,0,0,15101747,93
1052,0,1.055263214,3,0.000521988,0.547067051,1,1,1,-1.78E-15,0.019985196,1,0,0,0,0,30618861,93
1053,0.015873016,0.921758137,0,0.002806412,0.002944549,1,1,1.001319494,0.001223206,0.028867506,1.000114769,0.000416803,26972.55983,67262.17906,0,23252323,93
1054,0,1.050566817,0,0,0.098348869,1.001652323,1.001865672,1,-1.78E-15,0,1,0,0,0,0,1057833883,93
1055,0.236111111,1.027543459,4,0.168034868,0.111848618,1.000933937,1.001865672,1.030043741,0.016478638,0.178756477,1.0165562,0.039707511,512019.3936,1641845.348,0,2264121200,93
1056,0,1.024803883,2,0.006017166,0,1,1,1,-1.78E-15,0.044041451,1,0,0,0,0,2277411399,93
1057,0,1.053156599,0,0,0,1.001027434,1.001865672,1,-1.78E-15,0,1,0,0,0,0,2283514823,93
1058,0,1.064264737,5,0,0,1,1,1,-1.78E-15,0,1,0,0,0,0,217841541,93
1059,0,0,5,0,0,1,1,1,-1.78E-15,0,1,0,0,0,0,34283428,93
1060,0.03125,1.035153361,0,0.04311249,0.355602301,1.008639555,1.003738318,1,-1.78E-15,0.023316062,1,0,0,0,0.000164475,143967340,93
1061,0.052579365,1.076043008,6,0.033309682,0,1.004696815,1.00750469,1.00582871,0.006993713,0.041820873,1.006641807,0.006078713,298847.6579,568087.4908,0,230347670,93
1062,0,1.020108488,10,0.01120888,0,1.001414381,1,1,-1.78E-15,0.018134715,1,0,0,0,0,226004755,93
1063,0,1.036635569,3,1.81E-07,0,1.000959915,1.001865672,1,-1.78E-15,0.015914138,1,0,0,0,0,1861459,93
1064,0.01984127,1.025720309,0,0.038389206,0,1,1,1.001526264,0.001888326,0.038860104,1.001350958,0.003063798,56475.33444,249213.5211,0,2264322645,93
1065,0,1.039243713,6,0,0.185279568,1,1,1,-1.78E-15,0.000370096,1,0,0,0,0,32763529,93
1066,0.03125,1.031020286,3,0.016765481,0.021076294,1.005189274,1.005617978,1,-1.78E-15,0.023316062,1,0,0,0,6.40E-05,54595467,93
1067,0.007936508,1.015584911,4,0.004337996,0,1,1,1,-1.78E-15,0,1,0,0,0,0,140921984,93
1068,0,1.022936804,2,0,0,1,1,1,-1.78E-15,0,1,0,0,0,0,226276654,93
1069,0.025297619,1.085924687,19,0.005008906,0,1.00108805,1.001865672,1.00001167,5.31E-05,0.000740192,1.000004392,2.52E-06,558.3265532,558.3265532,0,18801947,93
1070,0.033234127,1.064227167,1,0.037102743,0,1,1,1.004063007,0.004641695,0.034048853,1.001565574,0.006434268,119511.1006,423881.5121,0,170265441,93
1071,0,1.086832122,5,0,0,1.002236464,1.003738318,1,-1.78E-15,0.001480385,1,0,0,0,0,108711956,93
1072,0.030753968,1.029792321,0,0.003105975,0,1.002905973,1.003738318,1.000939279,0.000660127,0.023316062,1.000068866,0.000146229,30722.63279,31482.32514,0,94079429,93
1073,0.048115079,1.059683533,2,0.021684545,0,1,1,1.001459234,0.000766342,0.047002221,1.000303618,0.000966561,45165.47632,104453.3487,0,2642038,93
1074,0.056547619,1.044313342,3,0.00530705,0,1,1,1.004602267,0.00196093,0.051443375,1.000162865,0.000190236,13715.3125,31368.81188,0,1033200,93
1075,0.021329365,1.039454836,0,0.004263897,0,1.001449637,1.001865672,1.002410672,0.004789695,0.025906736,1.000347863,0.000957695,194356.2301,203733.6177,0,33207998,93
1076,0.000496032,0.734879232,7,0.000325957,0.02252272,1,1,1,-1.78E-15,0,1,0,0,0,0,349822180,93
1077,0,0,0,0,0,1,1,1,-1.78E-15,0,1,0,0,0,0,245801292,93
1078,0,0.811917591,7,0,0,1,1,1,-1.78E-15,0,1,0,0,0,0,10263498,93
1079,0,1.040855896,2,0,0,1,1,1,-1.78E-15,0,1,0,0,0,0,47823787,93
1080,0,1.178394746,2,0,0.020205222,1,1,1,-1.78E-15,0,1,0,0,0,0,14741477,93
1081,0.00297619,1.038214627,2,0.044623986,0.151808894,1.001189996,1.001865672,1.00062731,0.003935184,0.015173945,1.003584036,0.021417565,3481488.206,4405796.764,0,68776895,93
1082,0.000496032,1.0501939,16,0.000867553,0,1,1,1.000054265,0.000474219,0.021465581,1.000041432,0.000137165,9445.297641,30376.31201,0,227663604,93
1083,0,1.063849413,2,0,0.216266266,1.001010333,1.001865672,1,-1.78E-15,0,1,0,0,0,0,2289022891,93
1084,0,1.022724333,2,0,0.104049258,1.00195015,1.001865672,1,-1.78E-15,0,1,0,0,0,0,1112134687,93
1085,0.014880952,1.057671685,0,0.062970131,0.58546742,1,1,1.001336723,0.002790458,0.040340489,1.004244809,0.014371607,130200.9276,1371592.059,0,1672622914,93
1086,0.02827381,1.015644978,1,0.016285915,0,1,1,1.000735176,0.00026055,0.022205774,1.000150847,0.000651215,57791.47582,141820.5548,0,43462430,93
1087,0,1.03217449,2,0.001714101,0,1,1,1,-1.78E-15,0.001110289,1,0,0,0,0,17351860,93
1088,0,1.01210702,4,0.000880052,0.098463697,1,1,1,-1.78E-15,0.000740192,1,0,0,0,0,2264112466,93
1089,0.075396825,1.071498613,0,0.023942887,0.044359131,1,1,1.000870967,0.001415261,0.079570688,1.000341025,0.000480312,46740.19312,87450.28742,0,1541516153,93
1090,0,1.045566711,0,0,0,1,1,1,-1.78E-15,0,1,0,0,0,0,1491644170,93
1091,0.02827381,1.029693793,1,0.016559824,0.090817752,1,1,1.002689764,0.003881352,0.053293856,1.001004338,0.002432821,47922.44951,260185.6546,0,125497047,93
1092,0,1.119670506,0,0,0.092822039,1,1,1,-1.78E-15,0.003330866,1,0,0,0,0,234331918,93
1093,0,1.039838266,0,0,0,1,1,1,-1.78E-15,0.010362694,1,0,0,0,0,140423940,93
1094,0.03125,1.006741333,3,0.157770624,0.279833641,1.006895753,1.011299435,1,-1.78E-15,0.023316062,1,0,0,0,0.000601898,1057822998,93
1095,0.033234127,1.084837426,3,0.037102743,0,1,1,1.004063007,0.004641695,0.034048853,1.001565574,0.006434268,119511.1006,423881.5121,0,31515441,93
1096,0.050595238,1.063077282,2,0.043403809,0,1,1,1.005406539,0.00520171,0.047372317,1.004357499,0.009831758,94240.04971,824052.1174,0,227609880,93
1097,0,1.02555172,5,0,0,1.002378579,1.001865672,1,-1.78E-15,0,1,0,0,0,0,4122517924,93
1098,0,0,1,0,0,1,1,1,-1.78E-15,0,1,0,0,0,0,14861486,93
1099,0.007936508,1.057084777,5,0.002395031,0.15891462,1.00297891,1,1.000046491,9.44E-05,0.021095485,1.000032276,2.12E-05,4372.440376,4584.827166,0,85478430,93
1100,0,0,6,0,0,1,1,1,-1.78E-15,0,1,0,0,0,0,15471547,93
1101,0.071428571,1.076711775,0,0.037717653,0.180820601,1.000972533,1.001865672,1.007607389,0.00558639,0.076609919,1.002566756,0.00530891,72427.01673,515540.7388,0,225474641,93
1102,0,1.022883444,0,0,0.253806997,1,1,1,-1.78E-15,0,1,0,0,0,0,422427591,93
1103,0.01984127,1.028765056,0,0.038389206,0,1,1,1.001526264,0.001888326,0.038860104,1.001350958,0.003063798,56475.33444,249213.5211,0,2264522647,93
1104,0.063988095,1.043944953,2,0.022377951,0.263352132,1,1,1.000506527,0.000521075,0.062176166,1.000178484,0.000377811,45584.28484,72095.6466,0,2274216153,93
1105,0,1.013296359,0,0.001251998,0,1,1,1,-1.78E-15,0.011472983,1,0,0,0,0,29096084,93
1106,0.084325397,1.032247904,0,0.025827552,0.351110116,1.000972997,1.001865672,1.00147004,0.001043576,0.021465581,1.000367943,0.000520928,104080.9097,108041.0653,0,911520406,93
1107,0,1.040027817,3,0.001058104,0,1.002037947,1.003738318,1,-1.78E-15,0.001480385,1,0,0,0,0,219595648,93
1108,0,0,5,0,0.728334343,1,1,1,-1.78E-15,0,1,0,0,0,0,14981498,93
1109,0.028769841,1.009759369,0,0.013717399,0.005500958,1.006387466,1.003738318,1,-1.78E-15,0,1,0,0,0,0,89349339,93
1110,0,1.005862178,11,0,0.053984903,1,1,1,-1.78E-15,0,1,0,0,0,0,15341809,93
1111,0,1.023590322,1,0,0.30959723,1,1,1,-1.78E-15,0.012953368,1,0,0,0,0,35791629,93
1112,0.03125,0.991161938,0,0.033709447,0.137470126,1.001070965,1.001865672,1,-1.78E-15,0.023316062,1,0,0,0,0.000128602,1750917728,93
1113,0.03125,1.013407064,1,0.018293537,0,1.002542714,1.001865672,1.000137002,0.000475185,0.023316062,1.000133824,0.000123332,12058.75572,13044.69314,0,619922613,93
1114,0.075396825,1.191137013,8,0.041015872,0,1.001785125,1.001865672,1.00946936,0.009358555,0.079570688,1.003313435,0.007018777,767676.2093,1373156.633,0,1541522883,93
1115,0.023313492,1.021259695,0,0.017317764,0,1,1,1.001104367,0.001574122,0.035159141,1.000488116,0.001291176,124573.8199,254690.1475,0,21894789,93
1116,0.054563492,1.021607764,2,0.0410132,0.034808113,1,1,1.006070843,0.006267525,0.051073279,1.001902838,0.007815575,96452.9675,484798.2851,0,1702617064,93
1117,0,0.975687293,6,0,0.260532171,1,1,1,-1.78E-15,0,1,0,0,0,0,25511440,93
1118,0,1.053064097,1,0.009653648,0,1,1,1,-1.78E-15,0.005181347,1,0,0,0,0,21503151,93
1119,0,1.029962421,0,0,0,1.006341138,1.003738318,1,-1.78E-15,0,1,0,0,0,0,208823869,93
1120,0.199900794,1.033632145,9,0.078498685,0,1.014792378,1.026768642,1.003140953,0.005300676,0.109918579,1.004559085,0.005697778,54359.63007,382804.684,0,1475014794,93
1121,0.000496032,1.030622885,5,0.000325957,0.256157424,1,1,1,-1.78E-15,0,1,0,0,0,0,34983500,93
1122,0,1.023966016,5,0.000792746,0,1,1,1,-1.78E-15,0.00296077,1,0,0,0,0,6363168,93
1123,0,1.009018,5,0,0,1,1,1,-1.78E-15,0,1,0,0,0,0,36043540,93
1124,0.056051587,1.058451471,1,0.006776954,0.701000313,1.000019746,1,1,-1.78E-15,0,1,0,0,0,0,1632020424,93
1125,0,1.00365319,7,0.001684899,0.31924084,1.00000606,1,1,-1.78E-15,0.000370096,1,0,0,0,0,1138716352,93
1126,0.275793651,1.018244071,0,0.177197457,0.020358237,1,1,1,-1.78E-15,0,1,0,0,0,0,1550615537,93
1127,0,0,9,0,0.179563538,1,1,1,-1.78E-15,0,1,0,0,0,0,14341434,93
1128,0,1.029424691,2,0,0,1,1,1,-1.78E-15,0,1,0,0,0,0,2276046049,93
1129,0.000496032,1.030524904,3,5.65E-05,0.01772008,1.000137001,1,1.000004372,2.61E-05,0.012583272,1.000000121,9.83E-07,110.7391686,217.5975387,0,31703173,93
1130,0,1.086748679,2,0,0,1.001203626,1.001865672,1,-1.78E-15,0,1,0,0,0,0,824222865,93
1131,0.015376984,1.046044162,12,0.008672937,0.013917453,1.004521558,1.005617978,1.000479462,0.000890419,0.019245004,1.000447761,0.000635986,89227.15549,124400.7925,0,225575709,93
1132,0,1.002982,0,0,0,1,1,1,-1.78E-15,0,1,0,0,0,0,23521321,93
1133,0.015376984,1.028452608,12,0.005249566,0,1.000494411,1,1.000037026,7.35E-05,0.016284234,1.000036034,4.92E-05,6917.503767,9631.992357,0,225574762,93
1134,0,1.065618559,0,0.00025321,0.274244159,1,1,1,-1.78E-15,0.012953368,1,0,0,0,0,1381413,93
1135,0.011904762,1.060110851,0,0.010438123,0.010087056,1,1,1.000206775,0.000379974,0.008142117,1.000188543,0.000241353,52919.6489,53151.80848,0,61726129,93
1136,0,1.024406205,5,0,0.011255958,1,1,1,-1.78E-15,0,1,0,0,0,0,18551875,93
1137,0.015873016,0.941628222,1,0.002806412,0.102378187,1,1,1.001319494,0.001223206,0.028867506,1.000114769,0.000416803,26972.55983,67262.17906,0,34462323,93
1138,0,1.087702721,2,0,0,1,1,1,-1.78E-15,0,1,0,0,0,0,891609,93
1139,0,1.035878388,1,0.000539275,0.042384876,1,1,1,-1.78E-15,0.011102887,1,0,0,0,0,95749651,93
1140,0,1.018091398,0,0,0,1,1,1,-1.78E-15,0,1,0,0,0,0,259346385,93
1141,0,1.035516231,13,0,0.014190506,1.00233027,1.001865672,1,-1.78E-15,0,1,0,0,0,0,1495439607,93
1142,0,1.040325991,0,0,0,1,1,1,-1.78E-15,0,1,0,0,0,0,34333440,93
1143,0,1.031450286,0,0,0.141197827,1,1,1,-1.78E-15,0.000370096,1,0,0,0,0,11181688,93
1144,0,1.020669964,2,3.08E-06,0,1,1,1,-1.78E-15,0,1,0,0,0,0,4041340,93
1145,0.04265873,1.101622778,8,0.013447851,0.05407795,1.000116691,1,1.001943825,0.001247079,0.076609919,1.000533195,0.000721311,31721.18745,142474.4328,0,22371181,93
1146,0,0,8,0,0.682602905,1,1,1,-1.78E-15,0,1,0,0,0,0,15431543,93
1147,0,0.913668352,3,0,0.036906289,1,1,1,-1.78E-15,0,1,0,0,0,0,16591656,93
1148,0.191964286,0.986471208,0,0.168411646,0,1,1,1,-1.78E-15,0,1,0,0,0,0,2881053,93
1149,0.03125,1.047225746,4,0.016765481,0,1.001943811,1,1.000428822,0.000229824,0.023316062,1.000094686,0.000353789,31385.11494,75746.17528,0,73015467,93
1150,0,0,2,0,0.010747539,1,1,1,-1.78E-15,0,1,0,0,0,0,14771477,93
1151,0.000496032,1.095704127,0,0.003415808,0,1,1,1.000012397,0.000196287,0.014063657,1.000007895,0.000131284,29073.95069,29073.95069,0,210511128,93
1152,0.00297619,1.032765675,0,0.000446861,0.077609732,1,1,1.000102504,0.000456135,0.001110289,1.000011961,9.93E-05,14399.02341,21584.85031,0,1078119469,93
1153,0.094246032,1.057512049,7,0.048425119,0,1,1,1.005443972,0.004375082,0.078090303,1.001719443,0.004945261,141879.7597,523971.6012,0,32171984,93
1154,0.143849206,1.015926407,6,0.040201214,0,1.007564605,1.013207547,1.020150275,0.018425202,0.146188009,1.008024186,0.008472922,219165.241,1333357.148,0,2260511886,93
1155,0,0.934231768,0,0,0,1,1,1,-1.78E-15,0.012583272,1,0,0,0,0,4481347,93
1156,0,0,0,0,0.548582182,1,1,1,-1.78E-15,0,1,0,0,0,0,13911391,93
1157,0.056051587,1.070640375,2,0.019140841,0.014916256,1.000984912,1.001865672,1,-1.78E-15,0,1,0,0,0,0,1577521511,93
1158,0,1.019974361,3,0,7.92E-05,1,1,1,-1.78E-15,0,1,0,0,0,0,530518111,93
1159,0,1.004924578,1,0,0.062969192,1,1,1,-1.78E-15,0,1,0,0,0,0,226798727,93
1160,0,1.040769609,0,0,0,1,1,1,-1.78E-15,0,1,0,0,0,0,2305322787,93
1161,0.221230159,1.070574349,20,0.066585334,0,1.02496928,1.036679537,1.002162077,0.00818179,0.028497409,1.006391341,0.000986858,74350.91055,139124.7005,0,2284938059,93
1162,0.032738095,1.015970168,0,0.002489563,0.640787161,1,1,1.002782071,0.001483959,0.02553664,1.000191531,0.000454069,41548.11117,100224.7959,0,107814314,93
1163,0.005952381,1.096923921,1,0.018509682,0.000309428,1,1,1.000134649,0.000414537,0.041080681,1.002302094,0.00172212,47010.13344,293965.3442,0,1858922803,93
1164,0,0,0,0,0.293386829,1,1,1,-1.78E-15,0,1,0,0,0,0,17111711,93
1165,0.215277778,1.021560435,2,0.138293538,0.015033986,1,1,1.000859605,0.000523923,0.163212435,1.000443675,0.001025878,13399.08957,38141.13159,0,2264111732,93
1166,0,0,10,0,0.018161482,1,1,1,-1.78E-15,0,1,0,0,0,0,15341534,93
1167,0,1.081377159,4,0,0.031905793,1,1,1,-1.78E-15,0,1,0,0,0,0,32413228,93
1168,0.004960317,1.022855773,2,0.002033279,0,1.00104618,1.001865672,1.000042211,0.000125708,0.0196151,1.000048283,0.000166348,36798.38626,36828.51921,0,54909920,93
1169,0,1.043130059,0,0,0,1,1,1,-1.78E-15,0,1,0,0,0,0,2269445986,93
1170,0,1.035196,3,0,0,1,1,1,-1.78E-15,0,1,0,0,0,0,225735467,93
1171,0.064980159,1.058648645,0,0.033407563,0,1.002004856,1.003738318,1.000532663,0.001290627,0.015173945,1.000387632,0.000330244,14510.14779,22283.4959,0,2272510172,93
1172,0,1.081835499,0,0.001554333,0,1,1,1,-1.78E-15,0.003700962,1,0,0,0,0,225514658,93
1173,0.032242063,1.029040933,5,0.030149363,0.152441517,1.000573238,1,1.000266901,0.000412106,0.03034789,1.000316371,0.000403538,59817.2877,72768.87995,0,85278541,93
1174,0,1.020548171,7,0.001278111,0.206568156,1,1,1,-1.78E-15,0,1,0,0,0,0,34892701,93
1175,0,0,6,0,0.057680904,1,1,1,-1.78E-15,0,1,0,0,0,0,16981698,93
1176,0.061011905,1.058938606,0,0.029968002,0,1,1,1.004264856,0.002487263,0.062916358,1.001626997,0.00377392,118733.1524,379285.7656,0,13252035,93
1177,0,1.026584264,8,0,0,1.002920405,1.001865672,1,-1.78E-15,0,1,0,0,0,0,4108117789,93
1178,0.000496032,1.050942375,15,0.00506991,0,1.00015485,1,1,-1.78E-15,0,1,0,0,0,0,228219105,93
1179,0.06547619,1.174131501,4,0.018292607,0,1,1,1.009271085,0.009729531,0.085122132,1.003214549,0.004063938,76479.49511,376529.363,0,620935933,93
1180,0,1.039910513,0,0,0.188896965,1,1,1,-1.78E-15,0,1,0,0,0,0,897015185,93
1181,0.01140873,1.033183703,8,0.015916337,0,1.001512543,1.001865672,1.000268532,0.000928986,0.014803849,1.000239632,0.000634298,30704.66066,47166.63786,0,22375321,93
1182,0.034722222,1.094720363,2,0.017495063,0.058797405,1.009920413,1.005617978,1.001570907,0.002047004,0.062176166,1.004413006,0.004117773,99735.67754,609672.9977,0,2273322768,93
1183,0,1.057217223,0,0,0,1,1,1,-1.78E-15,0,1,0,0,0,0,16701672,93
1184,0.007440476,1.011864677,2,0.023957339,0,1,1,1.000000852,6.50E-07,0.116210215,1.000001426,1.87E-06,17.33722195,148.0649322,0,208510126,93
1185,0,1.003504461,6,0,0.025009552,1,1,1,-1.78E-15,0,1,0,0,0,0,17031706,93
1186,0,0.993753,10,0,0,1,1,1,-1.78E-15,0,1,0,0,0,0,225554755,93
1187,0,1.024285914,0,0,0.108206139,1,1,1,-1.78E-15,0,1,0,0,0,0,1033017064,93
1188,0,1.003243111,6,0,0,1.001929174,1.003738318,1,-1.78E-15,0,1,0,0,0,0,37681913,93
1189,0.005456349,1.053525902,0,9.36E-05,0,1,1,1.000186082,0.000270873,0.032198372,1.00002853,4.34E-06,538.4171309,852.2830084,0,32009920,93
1190,0,1.075882643,13,0,0,1.000029462,1,1,-1.78E-15,0,1,0,0,0,0,2259122821,93
1191,0.143353175,1.093123442,0,0.03810361,0.011506273,1,1,1.014953868,0.013165572,0.135455218,1.006229433,0.007343061,199790.1119,1314390.294,0,1369913747,93
1192,0,0.968075397,6,0,0.100072332,1,1,1,-1.78E-15,0,1,0,0,0,0,17181764,93
1193,0,1.08582737,1,0.001638934,0,1,1,1,-1.78E-15,0.028497409,1,0,0,0,0,12991310,93
1194,0,1.087382666,1,0,0,1.000161367,1,1,-1.78E-15,0,1,0,0,0,0,1553315534,93
1195,0.061011905,1.081338059,0,0.029968002,0,1,1,1.001439465,0.000885078,0.062916358,1.000656022,0.001554756,45530.01203,176412.5115,0,12771325,93
1196,0,1.01710259,6,0,0.310024734,1,1,1,-1.78E-15,0,1,0,0,0,0,124152465,93
1197,0,1.045252696,0,0,0,1.001496994,1.001865672,1,-1.78E-15,0,1,0,0,0,0,4045318706,93
1198,0,1.010745603,2,0,0,1.003594912,1.003738318,1,-1.78E-15,0,1,0,0,0,0,312567880,93
1199,0,0,8,0,0.010514447,1,1,1,-1.78E-15,0,1,0,0,0,0,15571557,93
1200,0.012896825,1.032318509,6,0.018163062,0,1.002534955,1.001865672,1.000178739,0.000370646,0.025166543,1.000286714,0.000379701,7840.058713,28128.48794,0,1605716235,93
1201,0,0.973162,5,0,0,1,1,1,-1.78E-15,0,1,0,0,0,0,2307022434,93
1202,0,1.050948603,13,0.004426787,0.070541717,1,1,1,-1.78E-15,0.000740192,1,0,0,0,0,227874746,93
1203,0,1.016832,8,0,0.02893744,1,1,1,-1.78E-15,0,1,0,0,0,0,15571558,93
1204,0.012896825,1.014082427,2,0.018155562,0,1.002128367,1.003738318,1.000130764,0.000122855,0.017394523,1.000169501,0.000331677,31676.56333,56270.78882,0,267610355,93
1205,0,1.147342779,10,0,0.119651372,1,1,1,-1.78E-15,0,1,0,0,0,0,14791482,93
1206,0.034722222,0.825622212,0,0.006187007,0,1,1,1.009477693,0.006073214,0.026646928,1.002345324,0.003488487,162237.9037,502614.6081,0,215415084,93
1207,0.032738095,1.042985382,0,0.002489563,0.026905262,1,1,1.002782071,0.001483959,0.02553664,1.000191531,0.000454069,41548.11117,100224.7959,0,436923011,93
1208,0,1.015590254,10,0.01120888,0,1.032425814,1.001865672,1,-1.78E-15,0.018134715,1,0,0,0,0,47584755,93
1209,0.015873016,1.044572894,18,0.010501007,0.008526032,1.00358116,1.005617978,1.000393951,0.001143087,0.011843079,1.000278164,0.000526853,91171.7331,112322.1411,0,47625938,93
1210,0.016865079,1.096768009,0,0.006260494,0,1,1,1.001297467,0.001414928,0.050703183,1.000552275,0.000525656,10652.34217,65716.84881,0,217818202,93
1211,0,1.003444901,15,0,0.105215853,1.001001036,1.001865672,1,-1.78E-15,0,1,0,0,0,0,2073514916,93
1212,0.005456349,1.058379289,0,0.001295073,0,1,1,1.000079855,8.99E-05,0.004071058,1.000009557,4.75E-05,4339.481588,7136.891076,0,33201296,93
1213,0,1.041871662,0,0,0,1,1,1,-1.78E-15,0,1,0,0,0,0,85524248,93
1214,0.199900794,1.032907138,7,0.078498685,0,1.01597723,1.026768642,1.00301071,0.005002744,0.12250185,1.004389329,0.005423013,51742.53122,333299.3191,0,2284914750,93
1215,0.03125,1.005795514,0,0.016765481,0.021401641,1,1,1,-1.78E-15,0,1,0,0,0,0,1963619546,93
1216,0.03125,1.006888049,0,0.020678078,2.74E-05,1.003210593,1.005617978,1,-1.78E-15,0.023316062,1,0,0,0,7.89E-05,662129942,93
1217,0,1.043569381,3,0,0,1.003080729,1.003738318,1,-1.78E-15,0,1,0,0,0,0,3737114078,93
1218,0.030753968,1.108797088,0,0.001823268,0,1,1,1.002657336,0.002106759,0.021465581,1.000186409,0.000187939,26018.45992,28917.72488,0,20992105,93
1219,0.262400794,1.013785132,0,0.185186832,0,1,1,1.016821544,0.010899381,0.17357513,1.003628553,0.009356592,987243.0072,1839111.411,0,12641273,93
1220,0,1.039035134,6,0,0.082711146,1,1,1,-1.78E-15,0.000370096,1,0,0,0,0,85532007,93
1221,0.035714286,1.02284044,2,0.01696446,0.000118048,1,1,1.001076197,0.003091298,0.051813472,1.000808883,0.001370466,38857.45961,127226.7341,0,124537197,93
1222,0.066964286,1.000969867,4,0.050438328,0,1.002495037,1.001865672,1.000359864,0.00115579,0.052183568,1.00080704,0.000418549,14968.71709,30757.47798,0,2272923034,93
1223,0,0.993212339,1,0,0.179726253,1.000962266,1.001865672,1,-1.78E-15,0,1,0,0,0,0,2291416809,93
1224,0.009424603,1.07174197,2,0.043270964,0.032136355,1,1,1.000578562,0.001406028,0.028497409,1.002858179,0.008155982,107191.4268,1263487.782,0,1672622895,93
1225,0.02827381,1.029577139,8,0.009747296,0,1,1,1.005324702,0.005844946,0.041080681,1.001416678,0.00276546,256490.2393,507357.6059,0,2157221681,93
1226,0,1.03853865,0,0,0,1,1,1,-1.78E-15,0,1,0,0,0,0,6611359,93
1227,0,0.982679556,0,0,0.052125425,1,1,1,-1.78E-15,0,1,0,0,0,0,3688513481,93
1228,0.018353175,1.022025784,3,0.059436739,0.168212536,1.003535772,1.003738318,1.001600704,0.003829264,0.0196151,1.003412139,0.009112525,95911.82011,419206.6315,0,1056320245,93
1229,0.068452381,1.032713832,1,0.063379877,0.169838005,1,1,1.012108713,0.013262905,0.055514434,1.013516977,0.020303151,1132767.496,2708285.505,0,211037450,93
1230,0,1.056029461,2,0.009872105,0.036688515,1,1,1,-1.78E-15,0,1,0,0,0,0,23672369,93
